Name:TopRightMap
Size:20:20
Fill:112
AlphaFill:113
//layer,tileId,xPos,yPos,regularTile,portalDirection
0,112,-1,10,n,TopCenterMap
0,111,3,13,n
2,107,-1,7,n
2,107,-1,7,n
2,106,-1,6,n
2,106,-1,5,n
2,106,-1,4,n
2,106,-1,3,n
2,106,-1,2,n
2,106,-1,1,n
2,106,-1,0,n
2,106,-1,12,n
2,123,-1,11,n
2,106,-1,13,n
2,106,-1,15,n
2,106,-1,14,n
2,106,-1,16,n
2,106,-1,17,n
2,106,-1,18,n
2,106,-1,19,n
2,106,20,19,n
2,106,20,18,n
2,106,20,17,n
2,106,20,16,n
2,106,20,14,n
2,106,20,15,n
2,106,20,13,n
2,106,20,12,n
2,106,20,11,n
2,106,20,10,n
2,106,20,7,n
2,106,20,8,n
2,106,20,5,n
2,106,20,6,n
2,106,20,4,n
2,106,20,3,n
2,106,20,2,n
2,106,20,1,n
2,106,20,0,n
2,106,20,-1,n
2,106,-1,-1,n
2,106,7,-1,n
2,103,-1,20,n
2,103,0,20,n
2,103,1,20,n
2,103,3,20,n
2,103,2,20,n
2,103,4,20,n
2,103,6,20,n
2,103,5,20,n
2,103,9,20,n
2,103,8,20,n
2,103,10,20,n
2,103,11,20,n
2,103,12,20,n
2,103,13,20,n
2,103,14,20,n
2,103,15,20,n
2,103,17,20,n
2,103,16,20,n
2,103,18,20,n
2,103,19,20,n
2,103,20,20,n
2,103,0,11,n
2,103,1,11,n
2,103,2,11,n
2,104,3,11,n
2,102,5,11,n
2,103,6,11,n
2,122,7,11,n
2,106,7,12,n
2,106,7,13,n
2,106,7,14,n
2,106,7,15,n
2,106,7,16,n
2,106,7,17,n
2,106,7,18,n
2,106,7,19,n
2,103,7,20,n
2,97,0,8,n
2,97,1,8,n
2,97,2,8,n
2,97,3,8,n
2,127,5,8,n
2,97,6,8,n
2,97,7,8,n
2,96,7,7,n
2,96,6,7,n
2,126,5,7,n
2,96,3,7,n
2,96,2,7,n
2,96,1,7,n
2,96,0,7,n
2,103,7,6,n
2,104,3,6,n
2,102,5,6,n
2,103,0,6,n
2,103,1,6,n
2,103,2,6,n
2,103,6,6,n
2,106,7,5,n
2,106,7,4,n
2,106,7,3,n
2,106,7,2,n
2,106,7,1,n
2,106,7,0,n
2,124,11,9,n
2,103,12,9,n
2,103,13,9,n
2,103,14,9,n
2,103,15,9,n
2,103,16,9,n
2,103,17,9,n
2,103,18,9,n
2,103,19,9,n
2,106,20,9,n
2,104,8,6,n
2,102,10,6,n
2,122,11,6,n
2,106,11,7,n
2,106,11,8,n
2,97,8,8,n
2,127,10,8,n
2,96,8,7,n
2,126,10,7,n
2,127,11,11,n
2,97,12,11,n
2,97,13,11,n
2,97,14,11,n
2,97,16,11,n
2,97,15,11,n
2,97,17,11,n
2,97,18,11,n
2,97,19,11,n
2,126,11,10,n
2,96,12,10,n
2,96,13,10,n
2,96,14,10,n
2,96,15,10,n
2,96,16,10,n
2,96,17,10,n
2,96,19,10,n
2,96,18,10,n
2,100,-1,9,n
2,99,-1,8,n
2,96,0,12,n
2,96,1,12,n
2,96,2,12,n
2,96,6,12,n
2,97,0,13,n
2,97,1,13,n
2,97,2,13,n
2,97,6,13,n
2,126,5,12,n
2,127,5,13,n
2,113,3,12,n
2,97,0,0,n
2,97,1,0,n
2,97,2,0,n
2,97,3,0,n
2,97,4,0,n
2,97,6,0,n
2,97,5,0,n
2,97,8,0,n
2,97,9,0,n
2,97,11,0,n
2,97,10,0,n
2,97,12,0,n
2,97,13,0,n
2,97,14,0,n
2,97,16,0,n
2,97,15,0,n
2,97,17,0,n
2,97,18,0,n
2,97,19,0,n
2,98,19,-1,n
2,98,18,-1,n
2,98,17,-1,n
2,98,16,-1,n
2,98,15,-1,n
2,98,14,-1,n
2,98,13,-1,n
2,98,12,-1,n
2,98,11,-1,n
2,98,10,-1,n
2,98,9,-1,n
2,98,8,-1,n
2,98,6,-1,n
2,98,5,-1,n
2,98,3,-1,n
2,98,2,-1,n
2,98,1,-1,n
2,98,0,-1,n
2,98,4,-1,n
