Game version: 1.2.2
Size:22:22
Fill:14
//layer,tileId,xPos,yPos,regularTile,portalDirection
0,14,-1,4,n,MainMap
2,1,-1,5,n
2,1,-1,5,n
2,2,0,5,n
2,3,21,1,n
2,3,21,2,n
2,3,21,3,n
2,3,21,4,n
2,3,21,5,n
2,3,21,6,n
2,3,21,7,n
2,3,21,8,n
2,3,21,9,n
2,3,21,10,n
2,3,21,11,n
2,3,21,12,n
2,3,21,13,n
2,3,21,14,n
2,3,21,15,n
2,3,21,16,n
2,3,21,17,n
2,3,21,18,n
2,3,21,19,n
2,3,21,20,n
2,5,0,20,n
2,5,0,19,n
2,5,0,18,n
2,5,0,17,n
2,5,0,16,n
2,5,0,15,n
2,5,0,14,n
2,5,0,13,n
2,5,0,12,n
2,5,0,11,n
2,5,0,10,n
2,5,0,9,n
2,5,0,7,n
2,5,0,8,n
2,5,0,6,n
2,5,0,2,n
2,5,0,1,n
2,7,-1,3,n
2,8,0,3,n
2,7,1,0,n
2,7,2,0,n
2,7,3,0,n
2,7,4,0,n
2,7,5,0,n
2,7,6,0,n
2,7,7,0,n
2,7,8,0,n
2,7,9,0,n
2,7,10,0,n
2,7,11,0,n
2,7,12,0,n
2,7,13,0,n
2,7,14,0,n
2,7,15,0,n
2,7,16,0,n
2,7,17,0,n
2,7,18,0,n
2,7,19,0,n
2,7,20,0,n
2,9,0,0,n
2,10,21,0,n
2,11,0,21,n
2,12,21,21,n
2,1,1,21,n
2,1,2,21,n
2,1,3,21,n
2,1,4,21,n
2,1,5,21,n
2,1,6,21,n
2,1,7,21,n
2,1,8,21,n
2,1,9,21,n
2,1,10,21,n
2,1,11,21,n
2,1,12,21,n
2,1,13,21,n
2,1,14,21,n
2,1,15,21,n
2,1,16,21,n
2,1,17,21,n
2,1,18,21,n
2,1,19,21,n
2,1,20,21,n
2,4,-1,6,n
2,4,-1,8,n
2,4,-1,7,n
2,4,-1,9,n
2,4,-1,10,n
2,4,-1,12,n
2,4,-1,11,n
2,4,-1,14,n
2,4,-1,13,n
2,4,-1,15,n
2,4,-1,17,n
2,4,-1,16,n
2,4,-1,18,n
2,4,-1,19,n
2,4,-1,20,n
2,4,-1,21,n
2,4,-1,22,n
2,4,0,22,n
2,4,1,22,n
2,4,2,22,n
2,4,3,22,n
2,4,4,22,n
2,4,5,22,n
2,4,6,22,n
2,4,7,22,n
2,4,8,22,n
2,4,10,22,n
2,4,11,22,n
2,4,13,22,n
2,4,9,22,n
2,4,12,22,n
2,4,14,22,n
2,4,15,22,n
2,4,16,22,n
2,4,17,22,n
2,4,19,22,n
2,4,18,22,n
2,4,20,22,n
2,4,21,22,n
2,4,22,22,n
2,4,22,21,n
2,4,22,20,n
2,4,22,19,n
2,4,22,17,n
2,4,22,18,n
2,4,22,16,n
2,4,22,15,n
2,4,22,14,n
2,4,22,13,n
2,4,22,12,n
2,4,22,11,n
2,4,22,10,n
2,4,22,9,n
2,4,22,8,n
2,4,22,7,n
2,4,22,6,n
2,4,22,5,n
2,4,22,4,n
2,4,22,3,n
2,4,22,2,n
2,4,22,1,n
2,4,22,0,n
2,4,21,-1,n
2,4,22,-1,n
2,4,20,-1,n
2,4,18,-1,n
2,4,19,-1,n
2,4,17,-1,n
2,4,16,-1,n
2,4,15,-1,n
2,4,14,-1,n
2,4,13,-1,n
2,4,12,-1,n
2,4,11,-1,n
2,4,10,-1,n
2,4,9,-1,n
2,4,8,-1,n
2,4,6,-1,n
2,4,7,-1,n
2,4,4,-1,n
2,4,5,-1,n
2,4,3,-1,n
2,4,1,-1,n
2,4,0,-1,n
2,4,-1,-1,n
2,4,-1,0,n
2,4,-1,1,n
2,4,-1,2,n
2,4,2,-1,n
