Name:TopCenterMap
Size:20:20
Fill:0
AlphaFill:6
Animals:CAT,CAT2
//layer,tileId,xPos,yPos,portalDirection
0,2,10,20,MainMap
0,0,-1,10,TopLeftMap
0,1,20,10,TopRightMap
0,2,9,7
0,1,9,6
0,1,10,6
0,2,10,7
0,1,7,6
0,7,8,5
0,1,9,5
0,1,11,6
0,1,11,7
0,3,12,7
0,1,12,6
0,3,6,7
0,1,6,5
0,1,10,4
0,7,9,4
0,7,13,4
0,2,13,5
0,3,13,6
0,1,13,7
0,1,5,4
0,3,5,6
0,1,4,7
0,1,5,7
0,1,4,6
0,1,14,4
0,3,14,5
0,1,14,6
0,1,14,7
0,1,15,7
0,1,16,7
0,1,16,6
0,1,16,5
0,1,16,4
0,1,16,3
0,1,16,2
0,1,16,1
0,1,15,1
0,3,13,1
0,1,14,1
0,1,15,2
0,3,13,2
0,1,14,2
0,3,12,1
0,1,11,2
0,1,2,7
0,1,2,6
0,1,2,5
0,1,2,3
0,1,2,2
0,1,2,1
0,1,3,2
0,1,4,2
0,3,5,2
0,1,7,2
0,1,6,2
0,1,9,2
0,1,8,2
0,3,9,1
0,1,10,1
0,1,5,1
0,3,6,1
0,1,4,1
0,1,3,1
0,3,4,3
0,1,3,6
0,1,3,7
0,1,15,3
0,1,15,5
0,1,15,6
0,3,15,4
0,3,14,3
0,1,10,3
0,7,8,3
0,1,9,3
0,3,1,9
0,3,2,9
0,3,3,9
0,3,4,9
0,3,5,9
0,3,6,9
0,3,7,9
0,3,8,9
0,3,10,9
0,3,11,9
0,3,12,9
0,3,13,9
0,3,14,9
0,3,16,9
0,3,15,9
0,3,17,9
0,3,19,0
0,3,18,1
0,3,19,2
0,3,18,3
0,3,19,4
0,3,18,5
0,3,19,6
0,3,18,7
0,3,19,8
0,3,18,8
0,3,18,0
0,3,18,2
0,3,18,4
0,3,18,6
0,3,18,9
0,2,9,9
0,1,9,10
0,1,9,11
0,1,9,12
0,3,1,11
0,3,2,11
0,3,3,11
0,3,4,11
0,3,5,11
0,3,6,11
0,3,7,11
0,3,8,11
0,3,10,11
0,3,11,11
0,3,13,11
0,3,12,11
0,3,14,11
0,3,15,11
0,3,16,11
0,3,17,11
0,3,18,11
0,1,10,12
0,1,8,12
0,3,4,13
0,3,5,14
0,3,6,15
0,3,6,17
0,3,5,18
0,3,4,19
0,3,2,19
0,3,1,18
0,3,0,17
0,3,0,15
0,3,1,14
0,3,2,13
0,3,3,15
0,3,2,16
0,3,3,17
0,3,4,16
0,3,14,13
0,3,13,14
0,3,12,15
0,3,12,17
0,3,13,18
0,3,14,19
0,2,9,20
0,2,8,20
0,3,17,13
0,3,18,14
0,3,19,15
0,3,18,18
0,3,19,17
0,3,17,19
0,3,15,15
0,3,15,17
0,3,16,16
0,3,19,16
0,2,8,13
0,2,9,13
0,2,10,13
0,2,8,14
0,2,9,14
0,2,11,14
0,2,10,14
0,2,8,15
0,2,9,15
0,2,10,15
0,2,8,16
0,2,10,16
0,2,9,16
0,2,8,17
0,2,9,17
0,2,10,17
0,2,11,15
0,2,11,16
0,2,7,15
0,2,7,16
0,2,8,18
0,2,9,18
0,2,10,18
0,2,8,19
0,2,9,19
0,2,10,19
0,1,10,10
0,1,11,10
0,1,12,10
0,1,13,10
0,1,14,10
0,1,15,10
0,1,16,10
0,1,17,10
0,1,18,10
0,1,19,10
0,1,20,10
0,3,0,9
0,1,0,10
0,1,1,10
0,1,3,10
0,1,2,10
0,1,4,10
0,1,5,10
0,1,6,10
0,1,7,10
0,1,8,10
0,1,-1,10
0,1,-1,9
0,1,3,5
0,3,4,5
0,1,3,3
0,1,2,4
0,3,3,4
0,1,5,3
0,1,6,3
0,3,5,5
0,7,7,4
0,7,7,1
0,0,12,3
0,0,11,4
0,0,12,4
0,0,12,5
0,0,11,5
0,0,11,3
0,1,10,5
0,2,13,3
0,7,11,0
0,7,11,1
0,0,8,1
0,1,10,2
0,1,7,3
0,1,6,4
0,1,7,5
0,1,8,4
0,1,8,6
0,7,8,7
0,1,12,2
1,5,17,0
1,5,16,0
1,5,15,0
1,5,14,0
1,5,13,0
1,5,12,0
1,5,11,0
1,5,10,0
1,5,9,0
1,5,8,0
1,5,7,0
1,5,6,0
1,5,5,0
1,5,3,0
1,5,4,0
1,5,2,0
1,5,1,0
1,5,17,1
1,5,17,2
1,5,17,3
1,5,17,4
1,5,17,5
1,5,17,6
1,5,17,7
1,5,17,8
1,5,16,8
1,5,15,8
1,5,14,8
1,5,12,8
1,5,13,8
1,5,11,8
1,5,10,8
1,5,8,8
1,5,7,8
1,5,5,8
1,5,6,8
1,5,4,8
1,5,2,8
1,5,3,8
1,5,1,8
1,5,1,7
1,5,1,6
1,5,1,5
1,5,1,4
1,5,1,3
