Name:TopLeftMap
Size:20:20
Fill:0
AlphaFill:6
//layer,tileId,xPos,yPos,portalDirection
0,0,20,10,TopCenterMap
0,1,0,5
0,1,0,6
0,1,1,6
0,1,2,6
0,1,9,9
0,1,8,8
0,1,7,11
0,1,9,10
0,1,9,11
0,1,7,8
0,1,9,8
0,1,6,8
0,1,6,9
0,1,6,10
0,1,2,8
0,1,2,7
0,1,2,5
0,1,1,8
0,1,0,8
0,1,0,7
0,1,1,7
0,1,3,8
0,1,4,8
0,1,5,8
0,1,3,7
0,1,4,7
0,1,5,7
0,1,6,7
0,1,8,7
0,1,9,7
0,1,3,6
0,1,4,6
0,1,5,6
0,1,6,6
0,1,7,6
0,1,9,6
0,1,4,5
0,1,6,5
0,1,8,5
0,1,9,5
0,1,5,11
0,1,3,11
0,1,2,11
0,0,0,11
0,1,1,11
0,1,0,10
0,1,0,9
0,1,1,9
0,1,2,10
0,1,1,10
0,1,2,9
0,1,3,9
0,1,5,10
0,1,5,9
0,1,4,10
0,1,3,10
0,1,1,5
0,1,9,4
0,1,8,4
0,1,7,4
0,1,6,4
0,1,4,4
0,1,5,4
0,1,3,4
0,1,1,4
0,1,2,4
0,1,0,4
0,1,-1,5
0,1,-1,4
0,1,-1,6
0,1,-1,7
0,1,-1,8
0,1,4,11
0,1,8,11
0,1,4,9
0,1,8,10
0,1,10,4
0,1,10,5
0,1,10,6
0,1,10,8
0,1,10,7
0,1,10,9
0,1,10,10
0,1,7,9
0,1,7,10
0,1,8,9
0,1,7,7
0,1,8,6
0,1,7,5
0,1,5,5
0,1,3,5
0,1,10,11
0,1,1,3
0,1,2,3
0,1,3,3
0,1,4,3
0,1,6,3
0,1,5,3
0,1,8,3
0,1,9,3
0,1,7,3
0,0,0,12
0,1,1,12
0,1,3,12
0,1,2,12
0,1,5,12
0,1,4,12
0,1,7,12
0,1,8,13
0,1,10,12
0,1,10,13
0,1,9,13
0,0,1,13
0,0,0,13
0,1,0,19
0,7,1,19
0,7,3,19
0,1,4,19
0,0,2,19
0,1,5,19
0,1,6,19
0,1,8,19
0,1,7,19
0,1,9,19
0,1,10,19
0,1,10,18
0,1,10,17
0,1,10,16
0,1,10,15
0,1,10,14
0,1,7,13
0,1,1,16
0,1,2,17
0,1,3,16
0,0,4,15
0,1,8,16
0,1,7,16
0,0,5,15
0,1,6,15
0,1,7,15
0,1,0,14
0,1,0,15
0,0,1,15
0,0,2,15
0,7,3,15
0,1,2,16
0,7,5,14
0,1,6,14
0,1,7,14
0,1,8,14
0,1,9,14
0,1,8,15
0,1,9,15
0,1,9,16
0,1,9,17
0,1,8,17
0,1,9,18
0,1,8,18
0,1,6,17
0,1,7,17
0,1,7,18
0,1,6,18
0,1,6,16
0,1,5,16
0,1,5,17
0,1,5,18
0,0,4,18
0,0,0,18
0,0,3,18
0,0,1,18
0,1,-1,9
0,0,1,20
0,7,2,20
0,0,3,20
0,7,1,14
0,0,4,17
0,1,3,17
0,0,2,18
0,0,0,17
0,1,1,17
0,1,0,16
0,1,4,16
1,6,0,5
1,6,0,6
1,6,0,7
1,6,0,8
1,6,0,9
1,6,0,4
1,6,10,11
1,6,10,10
1,6,10,9
1,6,10,8
1,6,10,7
1,6,10,6
1,6,10,5
1,6,10,4
1,6,0,10
1,6,1,10
1,6,2,10
1,6,3,10
1,6,4,10
1,6,0,3
1,6,10,3
1,6,8,12
1,6,9,12
1,6,10,12
1,6,5,10
1,6,6,10
1,6,7,10
1,6,8,10
1,6,8,9
1,6,8,8
1,6,8,7
1,6,8,6
1,6,8,5
1,6,2,5
1,6,2,6
1,6,2,7
1,6,2,8
1,6,3,8
1,6,4,8
1,6,5,8
1,6,6,8
1,6,6,7
1,6,0,2
1,6,1,2
1,6,2,2
1,6,3,2
1,6,4,2
1,6,5,2
1,6,7,2
1,6,6,2
1,6,8,2
1,6,10,2
1,6,9,2
1,6,2,4
1,6,3,4
1,6,4,4
1,6,5,4
1,6,6,4
1,6,7,4
1,6,8,4
1,6,6,6
1,6,5,6
1,6,4,6
1,10,5,7
1,4,11,2
1,4,12,2
1,4,13,2
1,4,14,2
1,4,16,2
1,4,15,2
1,4,17,2
1,4,18,2
1,4,19,2
1,4,19,3
1,4,19,4
1,4,19,5
1,4,19,6
1,4,19,8
1,4,19,7
1,4,18,8
1,4,17,8
1,4,16,8
1,4,14,8
1,4,13,8
1,4,12,8
1,4,11,7
1,4,11,6
1,4,11,5
1,4,11,4
1,4,11,3
1,4,12,3
1,4,13,3
1,4,14,3
1,4,15,3
1,4,17,3
1,4,18,3
1,4,16,3
1,4,18,4
1,4,18,5
1,4,18,6
1,4,18,7
1,4,16,7
1,4,17,7
1,4,15,7
1,4,14,7
1,4,13,7
1,4,12,7
1,4,12,6
1,4,12,5
1,4,12,4
1,4,13,5
1,4,13,6
1,4,14,6
1,4,15,6
1,4,16,6
1,4,17,6
1,4,17,5
1,4,16,5
1,4,15,5
1,4,14,5
1,4,13,4
1,4,15,4
1,4,14,4
1,4,16,4
1,4,17,4
1,6,11,9
1,6,12,9
1,6,13,9
1,6,14,9
1,6,16,9
1,6,17,9
1,6,18,9
1,6,19,9
1,6,19,1
1,6,18,1
1,6,17,1
1,6,16,1
1,6,15,1
1,6,14,1
1,6,13,1
1,4,11,8
1,6,15,9
1,4,15,8
